name,number,birth,position,height/weight,career,down_payment,salary,rank,year,image,team
 마틴,No.55,1995년 09월 05일,외야수(우투좌타),175cm/83kg, 미국 Orange Lutheran(고),180000달러,720000달러,23 NC 자유선발,23NC,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/53955.jpg,NC
 맥카티,No.33,1995년 10월 12일,투수(좌투좌타),173cm/83kg, 미국 Oak Grove(고)-미국 Southern Mississippi(대),,600000달러,23 SSG 자유선발,23SSG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/53833.jpg,SSG
 문보경,No.2,2000년 07월 19일,내야수(우투좌타),182cm/89kg, 송중초(동대문구리틀)-덕수중-신일고,8000만원,17000만원,19 LG 2차 3라운드 25순위,21LG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/69102.jpg,LG
 문상철,No.24,1991년 04월 06일,외야수(우투우타),184cm/85kg, 중대초-잠신중-배명고-고려대-KT-상무,13000만원,5600만원,14 KT 2차 특별 11순위,14KT,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/64007.jpg,KT
 문성주,No.8,1997년 02월 20일,외야수(좌투좌타),175cm/78kg, 포항서초-포항제철중-경북고-강릉영동대,3000만원,9500만원,18 LG 2차 10라운드 97순위,18LG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/68119.jpg,LG
 문성현,No.21,1991년 11월 09일,투수(우투우타),180cm/89kg, 남정초-선린중-충암고-히어로즈-상무-히어로즈,8000만원,7000만원,10 넥센 4라운드 31순위,10넥센,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/60336.jpg,키움
 문승원,No.42,1989년 11월 28일,투수(우투우타),180cm/88kg, 가동초-배명중-배명고-고려대-SK-상무-SK,18000만원,70000만원,12 SK 1라운드 8순위,12SK,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/62869.jpg,SSG
 문현빈,No.64,2004년 04월 20일,내야수(우투좌타),174cm/82kg, 대전유천초-온양중-북일고,15000만원,3000만원,23 한화 2라운드 11순위,23한화,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/53764.jpg,한화
 박건우,No.37,1990년 09월 08일,외야수(우투우타),184cm/80kg, 역삼초-서울이수중-서울고-두산-경찰-두산,10000만원,90000만원,09 두산 2차 2라운드 10순위,09두산,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/79215.jpg,NC
 박경수,No.6,1984년 03월 31일,내야수(우투우타),178cm/80kg, 미성초-성남중-성남고-LG,43000만원,20000만원,03 LG 1차,03LG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/73113.jpg,KT
 박계범,No.14,1996년 01월 11일,내야수(우투우타),177cm/84kg, 순천북초-순천이수중-효천고-삼성-상무-삼성,11000만원,9700만원,14 삼성 2차 2라운드 17순위,14삼성,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/64468.jpg,두산
 박대온,No.26,1995년 08월 28일,포수(우투우타),182cm/85kg, 서울도곡초-서울이수중-휘문고,10000만원,4000만원,14 NC 2차 2라운드 25순위,14NC,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/64944.jpg,NC
 박동원,No.27,1990년 04월 07일,포수(우투우타),178cm/92kg, 양정초-개성중-개성고-히어로즈-상무-히어로즈-키움-KIA,6000만원,30000만원,09 히어로즈 2차 3라운드 19순위,09히어로즈,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/79365.jpg,LG
 박명근,No.39,2004년 03월 27일,투수(우언우타),174cm/75kg, 수택초(구리리틀)-구리인창중-라온고,11000만원,3000만원,23 LG 3라운드 27순위,23LG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/53139.jpg,LG
 박민우,No.2,1993년 02월 06일,내야수(우투좌타),185cm/80kg, 마포초(용산구리틀)-선린중-휘문고,16000만원,110000만원,12 NC 1라운드 9순위,12NC,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/62907.jpg,NC
 박병호,No.52,1986년 07월 10일,내야수(우투우타),185cm/107kg, 영일초(광명리틀)-영남중-성남고-LG-상무-LG-히어로즈-미네소타-넥센-키움,33000만원,70000만원,05 LG 1차,05LG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/75125.jpg,KT
 박상언,No.42,1997년 03월 03일,포수(우투우타),185cm/90kg, 무원초-영남중-유신고-한화-상무,4000만원,3600만원,16 한화 2차 8라운드 79순위,17한화,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/66707.jpg,한화
 박상원,No.58,1994년 09월 09일,투수(우투우타),187cm/98kg, 백운초-서울이수중-휘문고-연세대,8000만원,13300만원,17 한화 2차 3라운드 25순위,17한화,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/67703.jpg,한화
 박성한,No.2,1998년 03월 30일,내야수(우투좌타),180cm/77kg, 순천북초-여수중-효천고-SK-상무-SK,9000만원,27000만원,17 SK 2차 2라운드 16순위,17SK,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/67893.jpg,SSG
 박세웅,No.21,1995년 11월 30일,투수(우투우타),182cm/85kg, 대구경운초-경운중-경북고-KT,20000만원,150000만원,14 KT 1차,14KT,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/64021.jpg,롯데
 박수종,No.14,1999년 02월 25일,외야수(우투우타),179cm/82kg, 도신초-강남중-충암고-경성대,,3000만원,22 키움 육성선수,23키움,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/52305.jpg,키움
 박승욱,No.53,1992년 12월 04일,내야수(우투좌타),184cm/83kg, 칠성초-경복중-대구상원고-SK-KT,8000만원,7000만원,12 SK 3라운드 31순위,12SK,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/62802.jpg,롯데
 박승주,No.42,1994년 02월 12일,투수(우투우타),181cm/96kg, 화계초-언북중-경기고-동국대-히어로즈,,4500만원,16 넥센 육성선수,17넥센,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/66305.jpg,키움
 박신지,No.66,1999년 07월 16일,투수(우투우타),185cm/75kg, 목암초(의정부리틀)-영동중-경기고-두산-상무,14000만원,3600만원,18 두산 2차 1라운드 10순위,18두산,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/68249.jpg,두산
 박영빈,No.0,1997년 07월 16일,외야수(우투좌타),182cm/88kg, 호원초(의정부리틀)-청량중-충암고-경희대,,3000만원,20 NC 육성선수,23NC,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/50906.jpg,NC
 박영현,No.60,2003년 10월 11일,투수(우투우타),183cm/91kg, 부천북초-부천중-유신고,30000만원,6100만원,22 KT 1차,22KT,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/52060.jpg,KT
 박정수,No.60,1996년 01월 29일,투수(우언좌타),178cm/74kg, 서울청구초-서울이수중-야탑고-KIA-경찰-KIA-NC,5000만원,4500만원,15 KIA 2차 7라운드 65순위,15KIA,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/65639.jpg,두산
 박종훈,No.50,1991년 08월 13일,투수(우언우타),186cm/90kg, 군산중앙초-군산중-군산상고-SK-상무-SK,10000만원,50000만원,10 SK 2라운드 9순위,10SK,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/60841.jpg,SSG
 박준영,No.9,1997년 08월 05일,내야수(우투우타),180cm/90kg, 서울도곡초(남양주리틀)-잠신중-경기고-NC,20000만원,6000만원,16 NC 1차,16NC,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/66928.jpg,두산
 박준영,No.29,2003년 03월 02일,투수(우투우타),190cm/103kg, 청주우암초(청주시리틀)-세광중-세광고,20000만원,3100만원,22 한화 2차 1라운드 1순위,22한화,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/52731.jpg,한화
 박준표,No.31,1992년 06월 26일,투수(우언우타),181cm/93kg, 송정동초-진흥중-중앙고-동강대-KIA-경찰,4000만원,10500만원,13 KIA 7라운드 62순위,13KIA,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/63638.jpg,KIA
 박지훈,No.10,2000년 09월 07일,내야수(우투우타),183cm/80kg, 김해삼성초-경남중-마산고,6000만원,3600만원,20 두산 2차 5라운드 49순위,20두산,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/50204.jpg,두산
 박찬혁,No.48,2003년 04월 25일,외야수(우투우타),180cm/87kg, 대전유천초(대전서구리틀)-한밭중-북일고,13000만원,4200만원,22 키움 2차 1라운드 6순위,22키움,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/52348.jpg,키움
 박찬호,No.1,1995년 06월 05일,내야수(우투우타),178cm/72kg, 신답초-건대부중-장충고,8000만원,20000만원,14 KIA 2차 5라운드 50순위,14KIA,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/64646.jpg,KIA
 박치국,No.1,1998년 03월 10일,투수(우언우타),177cm/78kg, 인천숭의초-인천신흥중-제물포고,14000만원,10500만원,17 두산 2차 1라운드 10순위,17두산,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/67266.jpg,두산
 박해민,No.17,1990년 02월 24일,외야수(우투좌타),180cm/75kg, 영중초-양천중-신일고-한양대-삼성,,60000만원,12 삼성 육성선수,12삼성,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/62415.jpg,LG
 반즈,No.28,1995년 10월 01일,투수(좌투좌타),189cm/91kg, 미국 Clemson(대),150000달러,850000달러,22 롯데 자유선발,22롯데,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/52528.jpg,롯데
 배정대,No.27,1995년 06월 12일,외야수(우투우타),185cm/80kg, 도신초-성남중-성남고-(디지털문예대)-LG-KT-경찰,15000만원,34000만원,14 LG 2차 1라운드 3순위,14LG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/64166.jpg,KT
 배제성,No.19,1996년 09월 29일,투수(우투좌타),189cm/85kg, 백마초-성남중-성남고-롯데,3000만원,20000만원,15 롯데 2차 9라운드 88순위,15롯데,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/65516.jpg,KT
 백승현,No.61,1995년 05월 26일,투수(우투우타),183cm/78kg, 소래초-상인천중-인천고,7000만원,4600만원,15 LG 2차 3라운드 30순위,17LG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/65109.jpg,LG
 벤자민,No.43,1993년 07월 26일,투수(좌투좌타),188cm/95kg, 미국 Kansas(대),100000달러,1000000달러,22 KT 자유선발,22KT,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/52043.jpg,KT
 뷰캐넌,No.4,1989년 05월 11일,투수(우투우타),190cm/90kg, 미국 Georgia State(대),100000달러,1100000달러,20 삼성 자유선발,20삼성,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/50404.jpg,삼성
 브랜든,No.48,1994년 06월 03일,투수(좌투좌타),190cm/81kg, 미국,,230000달러,22 두산 자유선발,22두산,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/52257.jpg,두산
 산체스,No.34,1997년 04월 11일,투수(좌투좌타),178cm/99kg, 베네수엘라,,400000달러,23 한화 자유선발,23한화,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/53714.jpg,한화
 서건창,No.14,1989년 08월 22일,내야수(우투좌타),176cm/84kg, 송정동초-충장중-광주제일고-LG-히어로즈-키움,,20000만원,08 LG 육성선수,08LG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/78168.jpg,LG
 서상준,No.61,2000년 01월 14일,투수(우투좌타),193cm/108kg, 동일중앙초-야로중-영문고,4000만원,,19 SK 2차 7라운드 66순위,23SSG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/69803.jpg,SSG
 서진용,No.22,1992년 10월 02일,투수(우투우타),184cm/88kg, 남부민초-대동중-경남고-상무-SK,,26500만원,11 SK 1라운드 7순위,13상무,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/61895.jpg,SSG
 서호철,No.5,1996년 10월 16일,내야수(우투우타),179cm/85kg, 순천남산초-순천이수중-효천고-동의대-NC-상무,3000만원,4500만원,19 NC 2차 9라운드 87순위,20NC,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/69995.jpg,NC
 석상호,No.60,2000년 04월 14일,투수(우투우타),182cm/102kg, 효제초-덕수중-청원고-고려대,5000만원,3000만원,23 롯데 7라운드 63순위,23롯데,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/53560.jpg,롯데
 성동현,No.58,1999년 05월 18일,투수(우투우타),189cm/108kg, 백마초-홍은중-장충고,15000만원,3100만원,18 LG 2차 1라운드 7순위,18LG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/68159.jpg,LG
 소크라테스,No.30,1992년 09월 06일,외야수(좌투좌타),188cm/93kg, 도미니카 Liceo Cacique Enriquillo(고),100000달러,500000달러,22 KIA 자유선발,22KIA,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/52630.jpg,KIA
 손동현,No.41,2001년 01월 23일,투수(우투우타),183cm/88kg, 염창초(강서구리틀)-덕수중-성남고-KT-상무,9000만원,5000만원,19 KT 2차 3라운드 21순위,19KT,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/69041.jpg,KT
 손성빈,No.6,2002년 01월 14일,포수(우투우타),183cm/92kg, 희망대초-신흥중-장안고-롯데-상무,15000만원,3100만원,21 롯데 1차,21롯데,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/51528.jpg,롯데
 손아섭,No.31,1988년 03월 18일,외야수(우투좌타),174cm/84kg, 양정초-개성중-부산고-롯데,8000만원,50000만원,07 롯데 2차 4라운드 29순위,07롯데,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/77532.jpg,NC
 송명기,No.11,2000년 08월 09일,투수(우투우타),191cm/93kg, 양남초(하남시리틀)-건대부중-장충고,16000만원,13000만원,19 NC 2차 1라운드 7순위,19NC,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/69962.jpg,NC
 송민섭,No.12,1991년 08월 02일,외야수(우투우타),177cm/80kg, 청파초(안산리틀)-선린중-선린인터넷고-단국대-KT-상무,,6500만원,14 KT 육성선수,15KT,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/64012.jpg,KT
 송성문,No.24,1996년 08월 29일,내야수(우투좌타),183cm/88kg, 봉천초(용산구리틀)-홍은중-장충고-히어로즈-키움-상무,8000만원,12000만원,15 넥센 2차 5라운드 49순위,15넥센,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/65357.jpg,키움
 송영진,No.98,2004년 05월 28일,투수(우투양타),185cm/90kg, 대전유천초-한밭중-대전고,15000만원,3000만원,23 SSG 2라운드 15순위,23SSG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/53898.jpg,SSG
 신민재,No.4,1996년 01월 21일,외야수(우투좌타),171cm/67kg, 서흥초-동인천중-인천고,,4800만원,15 두산 육성선수,19LG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/65207.jpg,LG
 신민혁,No.53,1999년 02월 04일,투수(우투우타),184cm/95kg, 염강초(강서구리틀)-매향중-야탑고,6000만원,13500만원,18 NC 2차 5라운드 49순위,20NC,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/68902.jpg,NC
 신본기,No.56,1989년 03월 21일,내야수(우투우타),179cm/88kg, 감천초-경남중-경남고-동아대-롯데-경찰-롯데,12000만원,13000만원,12 롯데 2라운드 14순위,12롯데,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/62556.jpg,KT
 신정락,No.31,1987년 05월 13일,투수(우언좌타),178cm/78kg, 천안남산초-천안북중-북일고-고려대-LG-한화,30000만원,7000만원,10 LG 1라운드 1순위,10LG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/60140.jpg,롯데
 신헌민,No.49,2002년 07월 19일,투수(우투우타),187cm/88kg, 학강초-광주동성중-광주동성고,18000만원,3000만원,22 SSG 2차 1라운드 2순위,22SSG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/52873.jpg,SSG
 심재민,No.39,1994년 02월 18일,투수(좌투우타),182cm/92kg, 장유초(김해엔젤스리틀)-개성중-개성고-(전남과학대)-KT,25000만원,8300만원,14 KT 우선지명,14KT,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/64017.jpg,롯데
 안권수,No.0,1993년 04월 19일,외야수(우투좌타),175cm/80kg, 일본 타카사초-일본 키시중-일본 와세다실업고-일본 와세다대-두산,3000만원,8000만원,20 두산 2차 10라운드 99순위,20두산,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/50202.jpg,롯데
 안상현,No.10,1997년 01월 27일,내야수(우투우타),178cm/74kg, 사파초-선린중-용마고-SK-상무,8000만원,4000만원,16 SK 2차 3라운드 26순위,16SK,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/66864.jpg,SSG
 안승한,No.20,1992년 01월 25일,포수(우투우타),176cm/98kg, 남정초-선린중-충암고-동아대-KT,13000만원,4500만원,14 KT 2차 특별 12순위,14KT,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/64011.jpg,두산
 안익훈,No.15,1996년 02월 12일,외야수(좌투좌타),176cm/70kg, 대전신흥초-충남중-대전고,12000만원,5100만원,15 LG 2차 1라운드 7순위,15LG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/65115.jpg,LG
 안주형,No.14,1993년 08월 14일,내야수(우투좌타),176cm/68kg, 부산중앙초-부산중-부경고-영남대,,3800만원,16 삼성 육성선수,17삼성,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/66406.jpg,삼성
 안치영,No.8,1998년 05월 29일,외야수(우투좌타),176cm/72kg, 중동초(원미구리틀)-천안북중-북일고,6000만원,3000만원,17 KT 2차 6라운드 51순위,17KT,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/67006.jpg,KT
 안치홍,No.13,1990년 07월 02일,내야수(우투우타),178cm/97kg, 구지초(구리리틀)-대치중-서울고-KIA-경찰-KIA,18000만원,50000만원,09 KIA 2차 1라운드 1순위,09KIA,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/79608.jpg,롯데
 알칸타라,No.43,1992년 12월 04일,투수(우투우타),193cm/100kg, 도미니카 Liceo secundario Emma Balaguer(고)-KT,200000달러,500000달러,19 KT 자유선발,19KT,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/69045.jpg,두산
 알포드,No.25,1994년 07월 20일,외야수(우투우타),185cm/95kg, 미국 Mississippi(대),100000달러,1000000달러,22 KT 자유선발,22KT,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/52009.jpg,KT
 양석환,No.53,1991년 07월 15일,내야수(우투우타),185cm/90kg, 백운초-신일중-신일고-동국대-LG-상무-LG,9000만원,40000만원,14 LG 2차 3라운드 28순위,14LG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/64153.jpg,두산
 양의지,No.25,1987년 06월 05일,포수(우투우타),180cm/95kg, 송정동초-무등중-진흥고-두산-경찰-두산-NC,3000만원,30000만원,06 두산 2차 8라운드 59순위,06두산,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/76232.jpg,두산
 양현,No.39,1992년 08월 23일,투수(우언우타),189cm/104kg, 영랑초-한밭중-대전고-두산-상무-히어로즈,3000만원,8500만원,11 두산 10라운드 73순위,11두산,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/61268.jpg,키움
 양현종,No.54,1988년 03월 01일,투수(좌투좌타),183cm/91kg, 학강초-광주동성중-광주동성고-KIA-텍사스,20000만원,50000만원,07 KIA 2차 1라운드 1순위,07KIA,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/77637.jpg,KIA
 에레디아,No.27,1991년 01월 31일,외야수(좌투우타),178cm/88kg, 쿠바 Eide Luis Agusto Tursios Lima,,900000달러,23 SSG 자유선발,23SSG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/53827.jpg,SSG
 엘리아스,No.25,1988년 08월 01일,투수(좌투좌타),185cm/92kg, 쿠바 Omar Ranedo(고),,540000달러,23 SSG 자유선발,23SSG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/53825.jpg,SSG
 오상원,No.0,2004년 07월 21일,투수(우투우타),184cm/82kg, 온곡초(광진구리틀)-청원중-선린인터넷고,11000만원,3000만원,23 키움 2라운드 16순위,23키움,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/53300.jpg,키움
 오선우,No.56,1996년 12월 13일,내야수(좌투좌타),186cm/95kg, 성동초-자양중-배명고-인하대,5000만원,3000만원,19 KIA 2차 5라운드 50순위,19KIA,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/69636.jpg,KIA
 오선진,No.6,1989년 07월 07일,내야수(우투우타),178cm/80kg, 화곡초-성남중-성남고-한화-상무-한화-삼성,6000만원,10000만원,08 한화 2차 4라운드 26순위,08한화,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/78756.jpg,한화
 오스틴,No.23,1993년 10월 14일,외야수(우투우타),183cm/97kg, 미국 Klein Collins(고),100000달러,400000달러,23 LG 자유선발,23LG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/53123.jpg,LG
 오승환,No.21,1982년 07월 15일,투수(우투우타),178cm/93kg, 도신초-우신중-경기고-단국대-삼성-한신-세인트루이스-토론토-콜로라도,18000만원,140000만원,05 삼성 2차 1라운드 5순위,05삼성,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/75421.jpg,삼성
 오영수,No.34,2000년 01월 30일,내야수(우투좌타),178cm/93kg, 사파초-신월중-용마고-NC-상무,10000만원,6000만원,18 NC 2차 2라운드 19순위,18NC,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/68904.jpg,NC
 오원석,No.47,2001년 04월 23일,투수(좌투좌타),182cm/80kg, 수진초-매송중-야탑고-SK,20000만원,14000만원,20 SK 1차,20SK,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/50859.jpg,SSG
 오윤석,No.4,1992년 02월 24일,내야수(우투우타),180cm/87kg, 화중초-자양중-경기고-연세대-롯데-상무-롯데,,12000만원,14 롯데 육성선수,15롯데,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/64504.jpg,KT
 오재일,No.44,1986년 10월 29일,내야수(좌투좌타),187cm/95kg, 인창초(구리리틀)-구리인창중-야탑고-현대-상무-히어로즈-두산,8000만원,50000만원,05 현대 2차 3라운드 24순위,05현대,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/75334.jpg,삼성
 오지환,No.10,1990년 03월 12일,내야수(우투좌타),186cm/80kg, 군산초-자양중-경기고,28000만원,60000만원,09 LG 1차,09LG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/79109.jpg,LG
 오태곤,No.37,1991년 11월 18일,외야수(우투우타),186cm/88kg, 쌍문초-신월중-청원고-롯데-경찰-롯데-KT-SK,9000만원,10000만원,10 롯데 3라운드 22순위,10롯데,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/60558.jpg,SSG
 와이드너,No.57,1994년 10월 24일,투수(우투좌타),183cm/92kg, 미국 South Carolina(대)-NC,145000달러,598000달러,23 NC 자유선발,23NC,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/53927.jpg,삼성
 우규민,No.2,1985년 01월 21일,투수(우언우타),184cm/75kg, 성동초-휘문중-휘문고-LG-경찰-LG,12000만원,25000만원,03 LG 2차 3라운드 19순위,03LG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/73117.jpg,삼성
 원태인,No.18,2000년 04월 06일,투수(우투우타),183cm/92kg, 율하초(중구리틀)-경복중-경북고,35000만원,35000만원,19 삼성 1차,19삼성,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/69446.jpg,삼성
 윌리엄스,No.3,1993년 09월 08일,외야수(좌투좌타),190cm/97kg, 미국 Ball(고),150000달러,250000달러,23 한화 자유선발,23한화,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/53716.jpg,한화
 윌커슨,No.46,1989년 05월 24일,투수(우투우타),188cm/104kg, 미국 Cumberland(대),,250000달러,23 롯데 자유선발,23롯데,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/53546.jpg,롯데
 유강남,No.27,1992년 07월 15일,포수(우투우타),182cm/88kg, 청원초-휘문중-서울고-LG-상무-LG,4000만원,60000만원,11 LG 7라운드 50순위,11LG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/61102.jpg,롯데
 유영찬,No.54,1997년 03월 07일,투수(우투우타),185cm/90kg, 덕성초(안산리틀)-배명중-배명고-건국대,,3100만원,20 LG 2차 5라운드 43순위,23LG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/50106.jpg,LG
 윤대경,No.5,1994년 04월 09일,투수(우투우타),179cm/81kg, 인천서림초-동인천중-인천고-삼성,5000만원,9000만원,13 삼성 7라운드 65순위,13삼성,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/63464.jpg,한화
 윤동희,No.91,2003년 09월 18일,외야수(우투우타),187cm/85kg, 현산초-대원중-야탑고,8000만원,3300만원,22 롯데 2차 3라운드 24순위,22롯데,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/52591.jpg,롯데
