이름,구단,연도,WAR,승리기여율,이닝,볼삼비,삼진율,ERA,ERA+,FIP,FIP+,WHIP,WPA
김영규,NC,2021,0.32,0.2068965517241379,63.2,1.494661921708185,0.6645569620253164,5.37,84.5,5.42,83.6,1.52,-0.56
하준영,NC,2022,0.32,0.0851063829787234,39.0,3.120567375886525,1.1282051282051282,4.62,88.2,3.31,124.0,1.08,-0.02
박정수,NC,2020,0.31,0.0833333333333333,25.2,1.1940298507462686,0.9523809523809524,4.91,99.5,6.13,78.9,1.56,-0.27
배민서,NC,2021,0.3,0.0,40.0,1.3450292397660817,0.575,4.95,91.7,4.73,95.1,1.7,0.4
임창민,NC,2019,0.29,0.1,15.0,1.234567901234568,0.6666666666666666,2.4,175.6,4.54,92.8,1.47,-0.24
임정호,NC,2021,0.27,0.2,34.2,0.9561752988047808,0.7017543859649122,4.15,109.3,4.95,91.0,1.79,-0.66
한재승,NC,2022,0.26,0.1666666666666666,10.2,1.0891089108910892,1.0784313725490198,2.53,160.9,4.09,100.6,2.16,0.02
김영규,NC,2019,0.18,0.05,66.1,1.4790996784565915,0.6959152798789713,5.29,79.6,5.06,83.4,1.7,-0.63
이민호,NC,2018,0.15,0.28,50.0,2.198952879581152,0.84,4.68,110.9,5.49,95.8,1.42,-1.93
조민석,NC,2022,0.14,0.0,16.0,1.15702479338843,0.875,4.5,90.5,5.84,70.4,1.81,-0.33
정수민,NC,2018,0.14,0.0555555555555555,58.0,1.148036253776435,0.6551724137931034,6.05,85.8,6.63,79.5,1.76,-1.15
문경찬,NC,2021,0.13,0.1142857142857142,31.0,1.243781094527363,0.8064516129032258,4.94,92.0,6.07,74.8,1.45,-0.19
박진우,NC,2020,0.13,0.1666666666666666,43.0,1.6793893129770994,0.5116279069767442,5.23,93.4,4.39,109.5,1.4,-0.38
김태경,NC,2021,0.13,0.0,15.0,1.098901098901099,0.6666666666666666,4.8,94.6,4.87,92.6,1.33,-0.05
김재균,NC,2018,0.11,0.0,5.2,0.4395604395604395,0.7692307692307692,3.18,163.4,7.19,73.2,2.12,-0.18
송명기,NC,2021,0.1,0.3333333333333333,123.1,1.7555938037865748,0.8285946385052803,5.91,76.8,4.55,99.3,1.66,-0.74
류진욱,NC,2022,0.1,0.0784313725490196,46.1,1.1897106109324758,0.8026030368763557,4.86,83.9,4.57,89.8,1.71,-0.45
전사민,NC,2022,0.09,0.0,8.1,0.3278688524590164,0.2469135802469136,3.24,125.7,6.58,62.5,1.32,-0.04
노시훈,NC,2021,0.08,0.0,4.2,0.4878048780487805,0.4761904761904761,3.86,117.7,7.83,57.9,1.71,-0.03
임정호,NC,2019,0.08,0.0,4.2,2.857142857142857,1.4285714285714286,3.86,109.3,2.12,201.0,1.07,0.14
손정욱,NC,2020,0.07,0.0,12.0,0.9803921568627452,0.4166666666666667,5.25,93.1,5.31,90.9,1.75,0.14
김건태,NC,2018,0.06,0.0,53.0,1.6182572614107882,0.7358490566037735,5.43,95.5,5.83,90.1,1.59,-0.73
이우석,NC,2021,0.06,0.0,9.2,1.1267605633802815,0.8695652173913044,5.59,81.3,6.13,73.5,2.07,0.06
강동연,NC,2020,0.06,0.0454545454545454,24.0,1.5315315315315317,0.7083333333333334,6.0,81.4,5.14,94.3,1.58,-0.62
신민혁,NC,2020,0.06,0.0,42.0,1.984732824427481,0.6190476190476191,5.79,84.4,6.56,74.3,1.67,-0.7
김건태,NC,2021,0.05,0.0,6.2,0.7042253521126761,0.8064516129032258,5.4,84.1,6.93,65.3,1.35,-0.27
버틀러,NC,2019,0.04,0.2307692307692307,73.2,1.7437722419928825,0.6693989071038251,4.76,88.4,4.31,97.8,1.44,-1.15
김영규,NC,2020,0.04,0.1538461538461538,67.2,3.900709219858156,0.8184523809523809,5.45,89.6,4.95,98.5,1.43,-1.22
김진성,NC,2019,0.04,0.119047619047619,42.0,2.3178807947019866,0.8333333333333334,4.29,98.3,4.74,89.3,1.29,-0.31
민태호,NC,2018,0.04,0.0,9.2,0.9756097560975612,0.4347826086956522,5.59,92.9,5.9,89.0,1.55,0.08
윤수호,NC,2018,0.03,0.0,8.0,1.1267605633802815,1.0,5.63,92.3,7.33,72.1,2.25,-0.19
소이현,NC,2020,0.03,0.0,12.1,0.5673758865248227,0.6611570247933884,6.57,74.4,6.96,69.3,1.78,-0.1
박동수,NC,2022,0.03,0.0,14.2,0.7109004739336492,1.0563380281690142,5.52,73.7,5.79,71.0,2.18,0.04
이호중,NC,2020,0.02,0.0,4.1,1.4285714285714286,0.7317073170731708,6.23,78.4,7.25,67.1,2.08,-0.03
장현식,NC,2019,0.02,0.1698113207547169,54.2,2.121212121212121,0.904059040590406,4.61,91.4,5.23,81.0,1.48,-0.48
하준수,NC,2022,0.02,0.0,3.0,0.3225806451612903,0.3333333333333333,6.0,67.9,5.67,72.4,2.0,-0.0
류진욱,NC,2020,0.01,0.0,3.0,2.727272727272727,1.0,6.0,81.4,6.89,71.2,1.67,0.05
안인산,NC,2021,0.01,0.0,6.2,1.267605633802817,1.4516129032258065,5.4,84.1,5.13,87.1,1.5,-0.08
윤지웅,NC,2019,0.01,0.0,12.2,2.1951219512195124,0.7377049180327869,4.97,84.7,6.25,67.8,1.42,-0.24
강태경,NC,2021,0.01,0.0,12.2,0.99009900990099,0.819672131147541,5.68,79.9,6.65,68.0,1.82,-0.36
배민서,NC,2019,0.0,0.0,3.1,10.0,0.3225806451612903,5.4,78.0,3.7,113.3,2.1,-0.03
유원상,NC,2018,-0.0,0.1219512195121951,47.1,1.7543859649122806,0.6369426751592356,6.46,80.3,5.27,99.7,1.69,-2.03
임창민,NC,2020,-0.01,0.25,37.2,1.9047619047619049,1.182795698924731,5.26,92.9,4.51,107.4,1.65,-1.6
이승헌,NC,2020,-0.02,0.0,2.0,1.818181818181818,1.0,9.0,54.3,11.06,44.3,2.0,-0.05
손정욱,NC,2021,-0.02,0.0,12.1,1.1267605633802815,0.6611570247933884,6.57,69.1,4.79,94.2,1.95,-0.45
이민호,NC,2019,-0.04,0.0,9.2,0.4395604395604395,0.4347826086956522,6.52,64.7,5.68,74.1,2.38,-0.39
김태현,NC,2020,-0.05,0.0,1.1,0.2439024390243902,0.9090909090909092,6.75,72.4,11.06,43.5,4.5,-0.0
배민서,NC,2020,-0.05,0.0,13.1,1.267605633802817,0.6870229007633588,7.43,65.8,7.68,63.6,1.8,-0.03
문경찬,NC,2020,-0.05,0.3548387096774194,28.0,1.978021978021978,0.6428571428571429,4.82,101.3,5.56,87.5,1.11,-0.43
정구범,NC,2022,-0.05,0.0,1.1,1.818181818181818,1.818181818181818,13.5,30.2,12.34,33.5,1.5,-0.01
이승헌,NC,2021,-0.06,0.0,5.1,6.363636363636363,1.3725490196078431,6.75,67.3,1.27,350.0,1.88,-0.03
류재인,NC,2018,-0.06,0.0,1.2,0.9523809523809524,1.6666666666666667,16.2,32.0,18.23,28.8,1.8,-0.01
강윤구,NC,2020,-0.07,0.1,21.0,1.351351351351351,0.7142857142857143,6.86,71.3,5.56,87.3,2.0,-0.63
홍성무,NC,2019,-0.09,0.0,14.1,0.9009009009009008,0.7092198581560284,6.28,67.1,7.24,58.4,1.88,-0.25
임창민,NC,2018,-0.09,0.375,7.0,4.285714285714286,1.2857142857142858,6.43,80.7,5.4,98.1,1.43,-1.14
송명기,NC,2019,-0.1,0.0,3.0,0.4761904761904761,0.3333333333333333,9.0,46.8,9.07,46.6,2.0,-0.2
강윤구,NC,2018,-0.11,0.2608695652173913,54.2,2.490421455938697,1.1992619926199262,6.09,85.2,5.32,98.9,1.46,-0.64
이용준,NC,2021,-0.13,0.0,1.2,0.2439024390243902,0.8333333333333334,21.6,21.0,9.33,48.4,4.2,-0.02
더모디,NC,2022,-0.14,0.375,39.2,2.8244274809160306,0.943877551020408,4.54,89.8,3.97,103.3,1.39,-0.81
최성영,NC,2020,-0.14,0.1538461538461538,60.2,0.7692307692307692,0.4485049833887043,6.08,80.3,7.33,66.3,1.68,-2.09
이재학,NC,2022,-0.14,0.1764705882352941,91.0,1.3308687615526802,0.7912087912087912,4.75,85.8,4.51,90.9,1.42,-0.27
이우석,NC,2019,-0.18,0.1666666666666666,5.1,0.7843137254901962,0.7843137254901962,10.13,41.6,4.72,89.4,2.25,-0.2
장현식,NC,2020,-0.18,0.0,9.2,0.6557377049180328,0.4347826086956522,9.31,52.5,6.25,77.3,1.86,-0.15
김태현,NC,2021,-0.18,0.0,5.1,0.4225352112676057,0.5882352941176471,11.81,38.4,8.4,53.2,2.25,-0.04
유원상,NC,2019,-0.18,0.0714285714285714,20.2,1.5384615384615383,0.6930693069306931,5.23,80.6,4.76,88.7,1.45,-0.55
민성기,NC,2019,-0.18,0.0,5.1,5.454545454545454,1.1764705882352942,11.81,35.7,4.15,102.4,2.44,-0.04
강동연,NC,2022,-0.18,0.0,8.2,0.9677419354838708,0.3658536585365854,10.38,39.2,7.03,58.6,2.19,-0.04
윤강민,NC,2019,-0.2,0.0,7.2,0.819672131147541,0.6944444444444444,8.22,51.3,6.93,61.0,2.35,-0.21
소이현,NC,2021,-0.21,0.0,10.2,0.8264462809917356,0.9803921568627452,6.75,67.3,6.05,74.8,2.34,-0.22
강윤구,NC,2021,-0.21,0.0,2.0,1.4285714285714286,1.5,18.0,25.2,9.83,46.5,3.5,-0.28
장현식,NC,2018,-0.22,0.1428571428571428,26.2,1.4035087719298245,0.916030534351145,7.43,69.9,7.25,72.9,1.8,-0.87
이우석,NC,2022,-0.22,0.0,1.2,0.3225806451612903,0.8333333333333334,21.6,18.9,11.14,36.8,2.4,-0.19
김진호,NC,2022,-0.23,0.0277777777777777,42.2,1.7412935323383083,0.8293838862559241,6.12,66.6,5.31,77.6,1.71,-0.76
송명기,NC,2022,-0.23,0.2272727272727272,107.2,1.959334565619224,0.9888059701492538,4.51,90.2,4.98,82.5,1.58,-0.51
노건우,NC,2018,-0.24,0.0,32.2,1.2371134020618555,1.1180124223602483,7.16,72.5,6.68,78.8,1.96,-1.11
김진호,NC,2020,-0.24,0.0,10.1,0.8641975308641976,0.6930693069306931,8.71,56.1,11.1,44.1,2.13,-0.55
김진성,NC,2018,-0.26,0.1,45.1,1.9895287958115184,0.8425720620842572,7.15,72.6,7.21,73.3,1.65,-0.76
노건우,NC,2019,-0.26,0.0,3.2,0.9090909090909092,0.3125,12.27,34.3,7.22,58.5,2.46,-0.12
윤강민,NC,2018,-0.28,0.0,5.2,0.7843137254901962,0.7692307692307692,17.47,29.7,8.42,62.6,3.35,-0.09
최금강,NC,2018,-0.33,0.0666666666666666,37.1,0.8144796380090498,0.4851752021563342,8.44,61.5,7.58,69.6,1.96,-0.79
김건태,NC,2022,-0.34,0.0,18.1,1.322314049586777,0.8839779005524862,4.42,92.2,4.98,82.8,1.86,-0.07
강동연,NC,2021,-0.37,0.1111111111111111,23.0,0.9929078014184396,0.6086956521739131,7.83,58.0,6.2,73.1,1.7,-1.28
이용준,NC,2022,-0.49,0.0,22.0,1.450381679389313,0.8636363636363636,8.59,47.4,6.16,66.9,2.09,-0.75
이재학,NC,2020,-0.5,0.2631578947368421,90.2,1.4153132250580045,0.6762749445676275,6.55,74.6,5.81,83.5,1.63,-1.36
홍성무,NC,2020,-0.53,0.0909090909090909,15.0,0.916030534351145,0.8,12.6,38.8,7.36,66.0,2.27,-0.12
심창민,NC,2022,-0.53,0.0,6.1,0.8450704225352114,0.9836065573770492,14.21,28.7,6.18,66.3,2.53,-0.53
정수민,NC,2019,-0.84,0.0,9.1,0.396039603960396,0.4395604395604395,16.39,25.7,7.47,56.4,2.89,-0.32
김진성,NC,2021,-1.07,0.238095238095238,37.2,2.044198895027624,0.9946236559139784,7.17,63.3,5.06,89.9,1.62,-1.25
안우진,히어로즈,2022,7.92,0.5,196.0,4.065335753176044,1.1428571428571428,2.11,189.3,2.21,179.1,0.95,5.65
브리검,히어로즈,2018,5.78,0.3666666666666666,199.0,3.493013972055888,0.8793969849246231,3.84,134.1,4.36,117.4,1.2,0.2
요키시,히어로즈,2022,5.68,0.3333333333333333,185.1,4.652567975830816,0.8319827120475419,2.57,155.4,2.85,138.8,1.09,3.57
요키시,히어로즈,2020,5.53,0.4444444444444444,159.2,4.581673306772908,0.7223618090452262,2.14,220.3,3.19,147.3,1.06,3.2
요키시,히어로즈,2021,4.66,0.5161290322580645,181.1,2.841648590021692,0.7233572611816677,2.93,151.4,3.54,122.4,1.2,1.62
요키시,히어로즈,2019,4.23,0.4333333333333333,181.1,3.60613810741688,0.778575372722253,3.13,132.4,3.32,124.5,1.13,1.09
브리검,히어로즈,2019,3.69,0.4642857142857143,158.1,2.819956616052061,0.8222643896268185,2.96,140.0,3.27,126.9,1.23,1.21
최원태,히어로즈,2018,3.66,0.5652173913043478,134.1,2.877492877492877,0.7531692766592096,3.95,130.4,4.13,124.5,1.33,0.77
김재웅,히어로즈,2022,3.62,0.6153846153846154,62.2,1.924398625429553,0.9003215434083601,2.01,198.9,3.87,102.3,1.09,3.51
최원태,히어로즈,2019,3.1,0.4074074074074074,157.1,2.9085872576177283,0.6683640992998091,3.38,122.6,3.26,127.1,1.28,0.6
조상우,히어로즈,2020,2.98,0.6226415094339622,54.1,3.5359116022099446,1.1829944547134934,2.15,219.1,2.91,159.0,1.25,1.61
한현희,히어로즈,2018,2.83,0.3928571428571428,169.0,2.138492871690428,0.621301775147929,4.79,107.5,5.51,92.8,1.52,-1.36
안우진,히어로즈,2021,2.45,0.3333333333333333,107.2,2.67639902676399,1.0261194029850746,3.26,136.0,4.17,102.7,1.2,0.55
브리검,히어로즈,2020,2.4,0.4285714285714285,107.0,2.494061757719715,0.9813084112149532,3.62,130.5,3.61,129.1,1.31,1.08
로저스,히어로즈,2018,1.97,0.3846153846153846,83.0,4.037267080745341,0.7831325301204819,3.8,135.8,4.12,124.2,1.27,0.07
양현,히어로즈,2020,1.77,0.2280701754385964,60.0,1.9298245614035088,0.55,3.3,143.0,4.32,108.3,1.25,-0.17
조상우,히어로즈,2019,1.75,0.5833333333333334,47.1,5.679012345679013,0.9766454352441614,2.66,155.5,2.92,141.0,1.12,2.1
김상수,히어로즈,2019,1.73,0.5970149253731343,56.2,2.1352313167259784,1.0676156583629892,2.86,144.8,3.51,117.7,1.38,1.04
정찬헌,히어로즈,2021,1.67,0.391304347826087,114.1,2.177121771217712,0.5170902716914987,4.01,108.9,3.85,113.4,1.4,0.71
김태훈,히어로즈,2021,1.66,0.3939393939393939,64.1,1.5709969788519638,0.811232449297972,3.22,137.8,3.41,128.7,1.45,1.35
오주원,히어로즈,2019,1.6,0.3684210526315789,54.1,5.774647887323944,0.7578558225508317,2.32,178.5,2.69,155.1,1.12,1.33
이승호,히어로즈,2022,1.49,0.3773584905660377,50.1,1.6236162361623616,0.8782435129740519,3.58,111.8,5.13,76.4,1.41,1.53
브리검,히어로즈,2021,1.44,0.7,61.0,1.8773946360153253,0.8032786885245902,2.95,150.2,4.48,96.4,1.23,0.3
김성민,히어로즈,2019,1.4,0.1,56.1,3.4234234234234235,0.6773618538324421,2.56,161.9,2.75,152.3,1.14,1.03
안우진,히어로즈,2020,1.38,0.3571428571428571,36.0,2.39766081871345,1.1388888888888888,3.0,157.3,3.69,124.9,1.03,-0.8
한현희,히어로즈,2021,1.38,0.4,85.2,2.0265780730897007,0.715962441314554,3.89,114.1,3.78,115.7,1.35,0.47
애플러,히어로즈,2022,1.33,0.24,140.1,2.144638403990025,0.6138472519628837,4.3,93.1,4.28,92.3,1.51,-0.24
윤영삼,히어로즈,2019,1.29,0.074074074074074,62.2,3.971631205673759,0.9003215434083601,2.87,144.1,3.32,123.5,1.18,-0.41
문성현,히어로즈,2022,1.23,0.4888888888888889,41.1,2.269503546099291,0.778588807785888,3.27,122.5,3.82,103.3,1.16,0.52
최원태,히어로즈,2022,1.2,0.35,105.2,1.5710723192019949,0.5988593155893536,3.75,106.7,4.04,98.8,1.27,0.83
양현,히어로즈,2019,1.2,0.0384615384615384,40.2,2.2522522522522523,0.6218905472636815,1.99,207.8,3.38,123.0,1.03,0.55
조상우,히어로즈,2021,1.19,0.4545454545454545,44.0,2.4607329842931933,1.068181818181818,3.48,127.5,3.67,116.9,1.11,1.02
김태훈,히어로즈,2022,1.19,0.4418604651162791,43.0,1.6915422885572138,0.7906976744186046,3.14,127.4,4.06,97.5,1.4,0.15
이승호,히어로즈,2020,1.14,0.2608695652173913,118.2,1.820448877805486,0.6175972927241963,5.08,92.9,5.11,90.8,1.45,0.23
한현희,히어로즈,2020,1.09,0.28,135.2,2.9380053908355794,0.8062130177514794,4.98,94.8,3.99,116.8,1.31,0.38
정찬헌,히어로즈,2021,1.02,0.2727272727272727,56.1,1.854304635761589,0.499108734402852,3.99,111.0,3.58,123.2,1.4,0.54
양현,히어로즈,2018,1.01,0.1515151515151515,32.2,1.5267175572519085,0.6211180124223602,3.58,143.9,5.49,93.3,1.35,-0.81
김상수,히어로즈,2018,0.97,0.5517241379310345,55.2,2.9437229437229435,1.2318840579710144,5.17,99.6,4.68,108.5,1.37,-0.39
김성민,히어로즈,2021,0.95,0.2553191489361702,46.2,1.0256410256410255,0.7792207792207791,3.28,135.2,5.41,80.4,1.67,0.05
김재웅,히어로즈,2021,0.95,0.2352941176470588,53.1,1.4199395770392749,0.8851224105461394,3.54,125.1,4.53,95.2,1.54,0.82
해커,히어로즈,2018,0.94,0.3846153846153846,79.2,1.8604651162790695,0.7070707070707071,5.2,99.2,6.36,80.0,1.46,-0.9
김태훈,히어로즈,2020,0.91,0.196078431372549,64.0,1.8099547511312213,0.625,4.22,111.8,3.73,127.0,1.44,-0.3
이보근,히어로즈,2018,0.9,0.375,61.0,3.8297872340425534,0.8852459016393442,4.28,120.4,4.18,122.3,1.31,-0.73
한현희,히어로즈,2019,0.84,0.3934426229508196,58.0,2.437810945273632,0.8448275862068966,3.41,121.2,3.28,127.0,1.21,-0.45
이승호,히어로즈,2019,0.77,0.3478260869565217,122.2,1.6046966731898238,0.6710310965630114,4.48,92.5,4.4,93.5,1.51,-0.82
이영준,히어로즈,2019,0.74,0.0344827586206896,33.1,3.725490196078432,0.5740181268882175,2.97,139.4,2.71,154.1,1.32,0.7
이영준,히어로즈,2020,0.7,0.4807692307692308,40.0,1.6753926701570678,0.8,4.73,99.9,5.16,89.8,1.5,0.7
김동준,히어로즈,2019,0.64,0.0714285714285714,70.0,2.1645021645021645,0.7142857142857143,4.5,92.0,3.89,105.8,1.43,-0.25
최원태,히어로즈,2020,0.63,0.3333333333333333,110.0,1.8059299191374665,0.6090909090909091,5.07,93.0,5.37,86.1,1.38,-0.64
김선기,히어로즈,2020,0.63,0.12,22.0,1.3580246913580247,0.5,2.05,230.7,4.78,98.7,1.14,0.21
김준형,히어로즈,2022,0.62,0.0,13.1,0.4580152671755725,0.4580152671755725,2.03,197.5,5.81,69.5,1.65,-0.22
임규빈,히어로즈,2020,0.57,0.0606060606060606,37.2,1.98019801980198,0.5376344086021505,4.54,103.9,7.25,63.0,1.49,-0.2
이승호,히어로즈,2018,0.55,0.1428571428571428,45.0,1.7194570135746603,0.8444444444444444,5.6,92.0,6.19,82.3,1.47,-0.34
최원태,히어로즈,2021,0.54,0.3214285714285714,143.1,1.751412429378531,0.649895178197065,4.58,96.7,4.31,100.8,1.51,-0.71
김재웅,히어로즈,2020,0.51,0.0555555555555555,59.2,2.207792207792208,0.8614864864864864,4.68,100.9,4.58,100.9,1.46,-1.56
양지율,히어로즈,2020,0.5,0.0416666666666666,23.1,1.188118811881188,0.5194805194805194,3.86,122.3,5.48,84.6,1.46,0.11
윤정현,히어로즈,2021,0.44,0.1,12.1,1.3725490196078431,0.578512396694215,1.46,303.8,3.66,121.2,1.3,0.08
김선기,히어로즈,2019,0.37,0.5,28.0,1.868131868131868,0.6071428571428571,4.18,99.0,4.51,91.6,1.29,0.07
신재영,히어로즈,2019,0.37,0.1666666666666666,29.1,2.307692307692308,0.7216494845360825,3.68,112.4,3.74,111.0,1.47,0.27
한현희,히어로즈,2022,0.36,0.4285714285714285,77.2,2.4481327800829877,0.7642487046632124,4.75,84.2,4.56,86.1,1.38,0.24
윤영삼,히어로즈,2018,0.35,0.0909090909090909,29.2,3.9506172839506175,1.095890410958904,4.85,106.2,3.36,152.4,1.32,0.21
김동준,히어로즈,2018,0.35,0.1,47.2,1.9889502762430935,0.7627118644067796,6.04,85.3,6.43,79.0,1.66,-1.21
박승주,히어로즈,2022,0.34,0.0,25.0,1.0426540284360188,0.88,4.32,92.6,6.02,65.5,1.64,0.26
문성현,히어로즈,2020,0.3,0.0,15.0,1.1711711711711712,0.8666666666666667,4.2,112.3,4.89,95.6,1.6,0.03
김동혁,히어로즈,2022,0.29,0.125,26.2,1.6216216216216215,0.6870229007633588,4.73,84.6,3.11,129.7,1.46,-0.35
조상우,히어로즈,2018,0.28,0.5,19.0,3.7704918032786887,1.2105263157894737,3.79,136.0,3.36,152.7,1.16,-0.8
김준형,히어로즈,2021,0.25,0.0,14.1,1.1267605633802815,0.5673758865248227,3.14,141.2,6.12,70.7,1.54,0.07
김동혁,히어로즈,2021,0.24,0.03125,82.0,0.8797653958944281,0.3658536585365853,5.16,85.9,5.0,87.6,1.5,-1.57
조성운,히어로즈,2020,0.23,0.0238095238095238,45.0,1.5183246073298429,0.6444444444444445,5.4,87.4,5.33,86.8,1.49,-0.78
김상수,히어로즈,2020,0.18,0.2666666666666666,51.1,2.2748815165876777,0.9393346379647748,4.73,99.7,3.79,123.1,1.42,-0.11
오주원,히어로즈,2018,0.13,0.2622950819672131,52.1,2.7480916030534357,0.690978886756238,6.19,83.2,5.08,100.3,1.41,-1.21
이영준,히어로즈,2022,0.13,0.1538461538461538,21.0,1.2213740458015268,0.7619047619047619,4.29,93.3,3.81,105.7,1.91,-1.38
박주성,히어로즈,2021,0.11,0.0,18.1,1.3186813186813189,0.6629834254143646,4.91,90.3,4.53,96.5,1.8,-0.51
김동혁,히어로즈,2020,0.1,0.0,8.2,5.454545454545454,0.7317073170731708,5.19,90.9,4.36,106.2,1.04,-0.12
박승주,히어로즈,2021,0.06,0.0,4.1,0.3225806451612903,0.2439024390243902,4.15,106.7,4.95,89.4,1.39,-0.0
오주원,히어로즈,2020,0.05,0.08,18.1,130.0,0.718232044198895,5.4,87.4,6.39,70.6,1.2,-0.24
양현,히어로즈,2022,0.04,0.28,36.2,0.8187134502923976,0.3867403314917126,5.15,77.6,5.3,74.7,1.53,-0.73
박주성,히어로즈,2020,0.03,0.0,2.0,0.3225806451612903,0.5,4.5,104.9,7.06,67.2,2.5,0.01
이명종,히어로즈,2022,0.03,0.1481481481481481,27.1,1.2422360248447204,0.7380073800738007,5.27,75.9,5.17,76.3,1.61,-0.1
문성현,히어로즈,2021,0.02,0.0,3.1,0.4918032786885246,0.9677419354838708,5.4,82.1,6.93,63.4,2.7,-0.01
양현,히어로즈,2021,0.01,0.1111111111111111,48.0,0.842911877394636,0.4583333333333333,4.69,94.6,4.67,93.4,1.77,-0.52
안우진,히어로즈,2019,-0.01,0.4666666666666667,88.1,2.2160664819944595,0.9080590238365496,5.2,79.6,4.09,100.3,1.51,-1.19
윤정현,히어로즈,2019,-0.04,0.0,2.0,0.9523809523809524,1.0,9.0,46.0,4.4,94.6,2.0,-0.02
조성운,히어로즈,2019,-0.04,0.0,5.0,1.4285714285714286,0.6,7.2,57.5,3.4,122.6,2.2,-0.14
김동욱,히어로즈,2021,-0.04,0.0,3.0,1.818181818181818,0.6666666666666666,9.0,49.3,11.67,35.7,2.67,-0.0
박주성,히어로즈,2022,-0.05,0.0,13.0,1.1267605633802815,0.6153846153846154,5.54,72.2,8.18,47.5,1.39,-0.37
정대현,히어로즈,2020,-0.08,0.0,2.2,30.0,1.3636363636363635,10.13,46.6,6.18,72.2,1.88,-0.16
스미스,히어로즈,2021,-0.08,0.5,10.0,0.9803921568627452,0.5,6.3,70.4,5.13,84.4,1.4,-0.14
김성민,히어로즈,2020,-0.08,0.0,23.2,1.7355371900826446,0.9051724137931034,6.46,73.0,5.08,91.1,1.69,-0.77
김성민,히어로즈,2018,-0.08,0.1111111111111111,48.0,2.132701421800948,0.9375,6.19,83.3,4.96,103.0,1.71,0.18
조성운,히어로즈,2018,-0.09,0.0,26.2,1.9083969465648856,0.9541984732824428,7.43,69.4,6.35,80.0,1.8,-0.61
김정인,히어로즈,2018,-0.11,0.0,7.1,1.2903225806451613,0.5633802816901409,8.59,60.0,6.15,83.2,2.32,-0.31
주승우,히어로즈,2022,-0.11,0.0,3.1,0.5633802816901409,1.2903225806451613,10.8,37.0,11.14,35.1,3.6,-0.07
김정후,히어로즈,2020,-0.11,0.0,3.0,0.7317073170731708,1.0,12.0,39.3,9.89,46.4,3.67,-0.19
송정인,히어로즈,2022,-0.14,0.0,2.0,0.0,0.0,22.5,17.8,7.84,51.6,3.5,-0.0
하영민,히어로즈,2022,-0.15,0.048780487804878,39.1,1.0900473933649288,0.5882352941176471,3.43,116.5,5.09,77.6,1.42,-0.53
임규빈,히어로즈,2021,-0.16,0.0,8.2,1.4634146341463417,0.7317073170731708,10.38,42.7,7.83,53.9,1.96,0.0
장재영,히어로즈,2022,-0.17,0.0,14.0,2.676056338028169,1.3571428571428572,7.71,51.8,4.2,92.0,2.14,-0.12
이영준,히어로즈,2018,-0.17,0.0,2.0,0.6451612903225806,1.0,22.5,22.9,6.33,82.2,4.5,-0.1
박주성,히어로즈,2019,-0.17,0.0,4.0,0.1639344262295082,0.25,13.5,30.7,10.65,38.4,3.25,0.0
이종민,히어로즈,2021,-0.18,0.0,2.1,0.4225352112676057,1.4285714285714286,23.14,19.2,15.33,28.0,4.71,-0.01
조영건,히어로즈,2020,-0.19,0.3,44.1,0.8185053380782917,0.5215419501133787,5.28,89.4,6.89,67.2,1.69,-1.02
김선기,히어로즈,2022,-0.2,0.2083333333333333,36.2,1.5706806282722512,0.8287292817679557,5.15,77.6,3.69,108.2,1.58,-0.02
정찬헌,히어로즈,2022,-0.24,0.25,87.1,1.494661921708185,0.4822043628013777,5.36,74.6,5.41,72.6,1.53,-1.37
양지율,히어로즈,2019,-0.29,0.0,5.1,2.727272727272727,0.5882352941176471,15.19,27.3,2.84,147.1,2.44,0.0
김성진,히어로즈,2021,-0.29,0.0444444444444444,40.2,1.255411255411255,0.7213930348258706,5.31,83.5,4.73,91.2,1.55,-1.01
신재영,히어로즈,2020,-0.3,0.0,5.0,0.2439024390243902,0.2,12.6,37.4,10.76,42.6,3.4,-0.49
하영민,히어로즈,2018,-0.32,0.0,16.1,1.4084507042253522,0.6211180124223602,7.71,66.8,6.47,78.9,2.27,-0.62
안우진,히어로즈,2018,-0.33,0.0666666666666666,41.1,1.6370106761565837,1.119221411192214,7.19,71.7,5.74,88.9,1.79,-1.53
김정인,히어로즈,2021,-0.33,0.1666666666666666,31.2,1.160220994475138,0.6730769230769231,7.11,62.4,6.36,67.4,1.64,-0.79
김선기,히어로즈,2018,-0.34,0.0476190476190476,22.2,1.3043478260869563,0.945945945945946,7.94,64.9,6.83,74.4,2.21,-0.93
노운현,히어로즈,2022,-0.34,0.0,4.0,0.9677419354838708,0.75,11.25,35.6,4.84,83.4,3.25,-0.41
신재영,히어로즈,2018,-0.36,0.3809523809523809,101.1,2.294372294372294,0.5242334322453017,6.75,76.3,7.62,66.4,1.54,-2.3
윤정현,히어로즈,2022,-0.42,0.2666666666666666,22.2,1.297709923664122,0.7657657657657658,6.35,63.0,5.1,77.7,1.77,0.09
박승주,히어로즈,2020,-0.5,0.0,3.2,0.5882352941176471,0.9375,19.64,24.0,6.01,78.8,4.09,-0.22
김선기,히어로즈,2021,-0.51,0.0,48.1,1.1312217194570136,0.5197505197505198,6.52,68.0,5.44,79.8,1.55,-1.4
