이름,구단,연도,WAR,승리기여율,이닝,볼삼비,삼진율,ERA,ERA+,FIP,FIP+,WHIP,WPA
장재영,히어로즈,2021,-0.55,0.0,17.2,0.5809128630705394,0.813953488372093,9.17,48.3,6.33,69.7,2.21,-0.87
오주원,히어로즈,2021,-0.68,0.0476190476190476,18.1,2.1951219512195124,0.4972375690607734,9.82,45.2,4.97,86.0,2.02,-0.89
이승호,히어로즈,2021,-0.68,0.1428571428571428,47.1,1.1897106109324758,0.7855626326963906,5.51,80.4,4.77,90.8,1.82,-1.15
이보근,히어로즈,2019,-0.74,0.1578947368421052,16.2,2.9268292682926838,0.7407407407407408,9.72,42.6,3.46,119.0,1.98,-0.96
윤정현,히어로즈,2020,-0.86,0.0,27.1,1.0891089108910892,0.4059040590405904,8.89,53.1,5.49,84.9,2.34,-1.07
김성진,히어로즈,2022,-1.0,0.0869565217391304,21.2,1.5841584158415842,0.7547169811320755,7.89,50.7,5.46,72.0,1.89,-0.25
김광현,SSG.SK,2019,6.39,0.5666666666666667,190.1,4.724409448818897,0.9468700683850604,2.51,169.8,3.01,142.2,1.24,3.28
김광현,SSG.SK,2022,6.1,0.4642857142857143,173.1,3.3924611973392462,0.8838821490467937,2.13,195.5,3.15,132.7,1.07,3.63
산체스,SSG.SK,2019,5.93,0.6071428571428571,165.0,3.515439429928741,0.896969696969697,2.62,162.5,2.57,163.8,1.17,3.64
김광현,SSG.SK,2018,5.26,0.44,136.0,4.318936877076411,0.9558823529411764,2.98,176.5,4.16,127.4,1.14,1.91
폰트,SSG.SK,2022,5.19,0.4642857142857143,184.0,4.98533724340176,0.9239130434782608,2.69,154.7,3.4,124.1,0.95,2.91
켈리,SSG.SK,2018,3.89,0.4285714285714285,158.1,3.4182590233545644,1.0183428209993677,4.09,128.5,4.4,120.4,1.26,-0.45
문승원,SSG.SK,2020,3.82,0.24,145.2,2.5942350332594235,0.8057851239669422,3.65,132.3,4.16,117.1,1.24,0.65
박종훈,SSG.SK,2018,3.38,0.4666666666666667,159.1,2.4584103512014788,0.8359522313010685,4.18,125.8,4.86,108.3,1.33,-0.38
모리만도,SSG.SK,2022,3.12,0.5833333333333334,75.1,2.9004329004329,0.8921438082556592,1.67,248.9,2.98,139.8,1.06,2.28
하재훈,SSG.SK,2019,3.09,0.639344262295082,59.0,2.4521072796934864,1.0847457627118644,1.98,214.6,2.73,154.7,1.24,3.47
폰트,SSG.SK,2021,2.94,0.3076923076923077,145.2,3.481152993348115,1.081267217630854,3.46,129.7,3.28,139.2,1.09,0.56
문승원,SSG.SK,2019,2.89,0.4782608695652174,144.0,2.9909365558912384,0.6875,3.88,109.8,4.83,89.6,1.13,0.72
김택형,SSG.SK,2021,2.83,0.1864406779661017,75.1,1.4726840855106889,0.8255659121171771,2.39,187.8,3.8,118.9,1.37,2.25
서진용,SSG.SK,2019,2.63,0.5138888888888888,68.0,2.7046263345195727,1.1176470588235294,2.38,178.6,2.7,157.4,1.19,2.87
노경은,SSG.SK,2022,2.43,0.2424242424242424,79.2,2.380952380952381,0.6944444444444444,3.05,136.5,3.79,110.0,1.16,1.21
문승원,SSG.SK,2018,2.41,0.2962962962962963,150.2,3.288409703504043,0.8122503328894808,4.6,114.3,5.1,104.0,1.44,-1.49
박민호,SSG.SK,2020,2.29,0.2631578947368421,52.0,1.8848167539267011,0.6923076923076923,2.42,199.1,4.38,110.8,1.19,-0.61
김태훈,SSG.SK,2018,2.26,0.175438596491228,94.0,2.5761772853185594,0.9893617021276596,3.83,137.3,4.05,130.6,1.32,-0.02
박종훈,SSG.SK,2019,2.1,0.2857142857142857,144.0,1.6920473773265652,0.6944444444444444,3.88,109.8,4.6,92.8,1.5,0.73
다익손,SSG.SK,2019,2.06,0.2142857142857142,149.1,2.917705735660848,0.7847082494969819,4.34,97.3,4.05,104.9,1.37,-0.58
이태양,SSG.SK,2022,2.01,0.4705882352941176,112.0,2.531120331950208,0.5446428571428571,3.62,115.1,4.71,88.9,1.25,0.86
소사,SSG.SK,2019,1.93,0.5625,94.1,4.155844155844156,1.0201912858661,3.82,111.5,4.23,103.0,1.15,1.38
박종훈,SSG.SK,2020,1.9,0.4642857142857143,157.1,1.7157490396927018,0.852959898154042,4.81,100.4,4.9,99.5,1.42,-1.54
산체스,SSG.SK,2018,1.88,0.3076923076923077,145.1,3.171355498721228,0.8545830461750518,4.89,107.5,5.38,98.8,1.38,-1.34
서진용,SSG.SK,2021,1.7,0.1846153846153846,67.1,1.4385150812064964,0.9239940387481372,3.34,134.3,4.83,94.3,1.49,-1.92
신재웅,SSG.SK,2018,1.68,0.4074074074074074,52.0,1.5302491103202849,0.8269230769230769,2.77,189.9,5.1,102.8,1.48,-0.38
박종훈,SSG.SK,2021,1.61,0.4444444444444444,54.1,2.39766081871345,0.7578558225508317,2.82,159.3,3.63,124.6,1.05,1.02
다익손,SSG.SK,2019,1.41,0.25,65.2,3.2044198895027622,0.8895705521472392,3.56,119.4,3.94,109.4,1.26,0.38
문승원,SSG.SK,2021,1.33,0.2222222222222222,50.1,1.7679558011049723,0.6387225548902196,2.86,156.8,3.51,127.9,1.19,0.31
서진용,SSG.SK,2022,1.3,0.4852941176470588,67.1,1.523545706371191,0.819672131147541,4.01,103.8,4.27,97.6,1.49,2.6
박민호,SSG.SK,2019,1.26,0.0851063829787234,50.1,1.5602836879432624,0.4391217564870259,2.68,158.7,4.12,102.7,1.25,-0.28
정영일,SSG.SK,2019,1.17,0.2045454545454545,42.0,1.583710407239819,0.8333333333333334,3.21,132.4,3.55,118.9,1.29,0.44
장지훈,SSG.SK,2021,1.11,0.1833333333333333,80.1,2.670157068062827,0.6367041198501873,3.92,114.4,3.86,117.5,1.28,-0.67
서진용,SSG.SK,2020,1.09,0.3174603174603174,61.0,1.6422287390029324,0.918032786885246,4.13,116.8,5.74,85.4,1.41,-1.57
김태훈,SSG.SK,2019,1.05,0.4788732394366197,69.2,2.911877394636015,1.0982658959537572,4.0,106.3,3.26,130.9,1.26,0.42
이건욱,SSG.SK,2020,1.03,0.24,122.0,1.122071516646116,0.7459016393442623,5.68,84.9,5.38,90.3,1.53,-1.61
정수민,SSG.SK,2020,1.01,0.3333333333333333,15.2,2.1568627450980395,0.7236842105263158,1.15,419.8,3.11,154.1,1.02,0.56
박희수,SSG.SK,2019,0.91,0.088235294117647,28.2,1.068702290076336,0.4964539007092198,1.26,338.9,4.55,92.7,1.47,0.28
장지훈,SSG.SK,2022,0.86,0.15,55.0,2.972972972972973,0.6,4.25,97.8,4.21,99.4,1.22,-0.3
박희수,SSG.SK,2018,0.83,0.1142857142857142,33.0,1.9867549668874172,0.9090909090909092,3.27,160.6,4.05,128.8,1.52,-0.95
박민호,SSG.SK,2021,0.82,0.125,41.0,1.7117117117117118,0.4634146341463415,3.95,113.6,4.45,101.5,1.37,0.16
최민준,SSG.SK,2022,0.72,0.1,68.1,1.407624633431085,0.7048458149779736,3.95,105.3,5.33,78.7,1.24,-0.66
윤희상,SSG.SK,2018,0.71,0.1777777777777777,51.0,6.19718309859155,0.8627450980392157,5.12,102.7,4.62,115.4,1.22,-0.22
오원석,SSG.SK,2022,0.7,0.25,144.0,1.927710843373494,0.7777777777777778,4.5,92.5,4.48,93.6,1.5,-0.91
고효준,SSG.SK,2022,0.61,0.1555555555555555,38.2,1.7412935323383083,0.9162303664921464,3.72,111.8,3.42,121.6,1.42,0.37
이태양,SSG.SK,2020,0.6,0.0869565217391304,47.1,3.333333333333333,0.7855626326963906,5.13,94.0,4.61,106.3,1.44,0.31
이태양,SSG.SK,2020,0.57,0.0754716981132075,56.0,2.795031055900621,0.8035714285714286,5.46,88.0,4.61,105.9,1.5,0.08
백승건,SSG.SK,2019,0.56,0.0,19.1,1.15702479338843,0.7329842931937173,2.33,182.8,4.64,91.1,1.45,-0.51
이승진,SSG.SK,2018,0.56,0.0,41.1,1.8407960199004971,0.9002433090024331,4.57,115.0,5.6,94.4,1.48,-0.65
조이현,SSG.SK,2020,0.54,0.0,77.0,1.5139442231075697,0.4935064935064935,5.96,80.9,5.65,86.4,1.57,-0.71
김택형,SSG.SK,2022,0.52,0.421875,60.1,2.805429864253393,1.0316139767054908,4.92,84.6,4.2,100.6,1.31,-0.17
채병용,SSG.SK,2018,0.51,0.1379310344827586,30.0,1.851851851851852,0.5,4.8,109.5,7.2,73.9,1.37,-0.05
신재웅,SSG.SK,2019,0.4,0.0,21.2,1.3861386138613865,0.6603773584905661,3.32,128.1,4.23,99.9,1.11,0.27
박민호,SSG.SK,2022,0.37,0.2272727272727272,22.0,1.0810810810810811,0.5454545454545454,4.09,101.8,5.66,73.9,1.68,-0.87
김사윤,SSG.SK,2020,0.36,0.1929824561403508,47.1,0.9312638580931264,0.89171974522293,5.13,94.0,6.45,75.4,1.73,-0.14
르위키,SSG.SK,2021,0.32,0.25,14.1,4.285714285714286,0.6382978723404256,3.77,119.1,4.31,105.7,1.19,0.17
김상수,SSG.SK,2021,0.32,0.22,58.1,1.4617940199335548,0.7573149741824441,5.09,88.1,5.49,83.0,1.73,-0.04
하재훈,SSG.SK,2021,0.3,0.1111111111111111,18.0,0.4968944099378881,0.4444444444444444,4.0,112.2,6.0,75.2,1.78,-0.11
강지광,SSG.SK,2019,0.29,0.24,27.1,1.351351351351351,0.5535055350553505,3.95,107.7,3.4,122.9,1.28,0.46
서동민,SSG.SK,2022,0.26,0.25,21.0,1.7117117117117118,0.9047619047619048,2.57,161.9,5.1,82.5,1.14,0.78
박정배,SSG.SK,2018,0.26,0.2244897959183673,44.2,3.6363636363636367,0.995475113122172,5.84,90.0,5.29,101.1,1.41,-2.4
박희수,SSG.SK,2020,0.25,0.0,24.2,2.5742574257425743,1.0743801652892562,5.47,88.1,4.65,105.7,1.54,-0.21
김세현,SSG.SK,2020,0.24,0.1904761904761904,42.0,1.583710407239819,0.8333333333333334,5.79,83.4,5.7,85.9,1.57,-0.95
서동민,SSG.SK,2021,0.23,0.0,26.1,1.4035087719298245,0.9195402298850576,5.13,87.5,6.03,75.7,1.67,0.08
전유수,SSG.SK,2018,0.2,0.0,18.0,1.851851851851852,0.8333333333333334,5.5,95.6,6.0,88.1,1.61,-0.47
이태양,SSG.SK,2021,0.16,0.1538461538461538,103.2,1.9314641744548289,0.6007751937984496,5.73,78.3,6.2,73.8,1.5,-1.18
이케빈,SSG.SK,2019,0.13,0.0,3.0,0.9677419354838708,1.0,3.0,141.9,4.4,94.8,1.67,-0.03
남윤성,SSG.SK,2018,0.13,0.0,8.2,0.7317073170731708,0.3658536585365854,5.19,101.3,6.03,87.1,1.85,-0.29
윤희상,SSG.SK,2020,0.12,0.0,3.0,0.9523809523809524,0.6666666666666666,3.0,160.8,4.22,113.4,1.0,-0.03
정동윤,SSG.SK,2018,0.12,0.0,2.2,2.727272727272727,1.3636363636363635,3.38,155.8,7.58,70.9,1.5,-0.09
서진용,SSG.SK,2018,0.11,0.2708333333333333,50.0,2.51082251082251,1.16,6.12,85.9,6.47,82.9,1.5,-0.01
신재웅,SSG.SK,2021,0.11,0.0,8.1,1.7647058823529411,1.1111111111111112,4.32,103.9,2.97,151.0,1.32,0.03
서동민,SSG.SK,2020,0.1,0.0,8.1,1.707317073170732,0.8641975308641976,5.4,89.3,6.44,76.4,1.68,-0.01
김태훈,SSG.SK,2021,0.05,0.2615384615384615,58.0,1.2531969309462916,0.8448275862068966,4.97,90.4,5.54,82.1,1.62,-0.06
신재영,SSG.SK,2021,0.05,0.0,28.1,12.857142857142856,0.9608540925266904,5.72,78.5,3.44,133.3,1.31,-0.54
가빌리오,SSG.SK,2021,0.02,0.4,81.1,2.325581395348837,0.8631319358816277,5.86,76.5,4.02,113.0,1.45,-0.68
김주한,SSG.SK,2019,0.02,0.1,12.0,1.4084507042253522,0.8333333333333334,5.25,81.1,3.74,112.6,1.58,-0.41
최민준,SSG.SK,2021,0.02,0.1538461538461538,86.0,1.2375249500998005,0.7209302325581395,5.86,76.6,5.54,81.9,1.66,-1.71
김건우,SSG.SK,2021,0.02,0.0,11.0,0.578512396694215,0.6363636363636364,4.91,91.4,6.51,69.2,1.82,-0.1
임준혁,SSG.SK,2018,0.01,0.0,7.1,0.6451612903225806,0.2816901408450704,7.36,71.4,4.52,114.6,2.05,-0.08
문승원,SSG.SK,2022,0.01,0.2608695652173913,24.2,3.5211267605633805,1.0330578512396695,5.11,81.5,3.99,106.0,1.58,-0.46
봉민호,SSG.SK,2018,0.01,0.0,1.1,20.0,1.818181818181818,6.75,77.9,10.58,51.7,0.75,-0.02
강지광,SSG.SK,2020,-0.0,0.0,3.2,3.636363636363636,1.25,4.91,98.3,5.74,86.4,2.18,-0.24
정영일,SSG.SK,2021,-0.03,0.0,2.0,0.0,0.0,9.0,49.9,9.83,46.7,2.0,-0.0
정영일,SSG.SK,2018,-0.04,0.2549019607843137,44.0,1.5639810426540284,0.75,5.32,98.9,6.11,86.6,1.57,-0.41
윤태현,SSG.SK,2022,-0.05,0.0,2.0,0.9523809523809524,1.0,9.0,46.2,4.34,95.5,2.0,-0.27
정성곤,SSG.SK,2022,-0.05,0.0,2.2,0.9677419354838708,1.3636363636363635,10.13,41.1,10.46,40.4,1.5,-0.06
백인식,SSG.SK,2019,-0.06,0.4,4.0,3.636363636363636,1.0,6.75,63.0,2.15,194.3,2.0,0.42
조요한,SSG.SK,2021,-0.06,0.1666666666666666,7.0,0.4395604395604395,0.5714285714285714,7.71,58.2,6.05,73.9,2.71,-0.23
조이현,SSG.SK,2019,-0.06,0.0,12.1,1.951219512195122,0.6611570247933884,8.03,53.0,6.24,69.8,1.87,0.04
전영준,SSG.SK,2022,-0.07,0.0,5.0,2.258064516129032,1.4,7.2,57.8,8.14,52.6,2.0,0.05
이원준,SSG.SK,2020,-0.09,0.0,19.1,1.0559006211180124,0.8900523560209423,7.45,64.8,5.99,81.5,2.28,-0.61
박민호,SSG.SK,2018,-0.09,0.0,2.1,0.0,0.0,15.43,34.1,11.98,44.4,2.14,-0.01
김주온,SSG.SK,2020,-0.1,0.0,31.0,0.8144796380090498,0.5806451612903226,7.55,63.9,7.1,68.6,2.19,-0.68
조이현,SSG.SK,2021,-0.11,0.0454545454545454,66.2,1.839080459770115,0.7250755287009063,5.67,79.1,5.01,90.8,1.5,-0.32
이건욱,SSG.SK,2022,-0.11,0.0,3.0,0.4878048780487805,0.6666666666666666,9.0,46.2,10.34,40.6,2.0,-0.18
김주온,SSG.SK,2022,-0.11,0.0,4.0,0.7843137254901962,1.0,11.25,37.0,8.34,50.5,2.0,-0.07
김건우,SSG.SK,2022,-0.12,0.0,3.0,0.2439024390243902,0.3333333333333333,9.0,46.2,11.01,38.1,3.0,-0.2
김택형,SSG.SK,2018,-0.13,0.1428571428571428,11.2,1.0891089108910892,0.9821428571428572,7.71,68.2,5.63,92.7,1.63,-0.2
김상수,SSG.SK,2022,-0.13,0.125,8.0,0.7317073170731708,0.375,9.0,46.2,7.71,54.5,1.63,0.06
이채호,SSG.SK,2021,-0.14,0.0,5.0,0.9677419354838708,0.6,7.2,62.3,9.13,50.2,2.2,-0.01
김세현,SSG.SK,2021,-0.14,0.0,4.1,0.7042253521126761,1.2195121951219514,10.38,43.2,5.18,86.9,3.69,-0.05
김택형,SSG.SK,2019,-0.15,0.0769230769230769,23.1,1.120331950207469,1.1688311688311688,5.79,73.6,4.99,84.6,1.89,-0.43
최민준,SSG.SK,2018,-0.16,0.0,5.0,30.0,0.6,14.4,36.5,15.63,34.7,2.2,0.01
신재영,SSG.SK,2022,-0.17,0.0,4.1,40.0,0.9756097560975612,12.46,33.4,7.49,57.4,2.08,-0.04
오원석,SSG.SK,2020,-0.18,0.0,9.2,1.475409836065574,0.9782608695652176,5.59,86.3,5.21,93.5,1.86,-0.21
김찬호,SSG.SK,2020,-0.19,0.0,2.0,0.2439024390243902,0.5,27.0,17.9,15.06,32.5,4.5,-0.02
강지광,SSG.SK,2018,-0.19,0.0,3.0,0.7317073170731708,1.0,21.0,25.0,10.17,52.0,4.0,-0.05
정재원,SSG.SK,2019,-0.21,0.0,2.2,10.0,0.4545454545454545,16.88,25.2,8.65,50.8,2.25,-0.18
조병현,SSG.SK,2021,-0.23,0.0,6.2,1.5686274509803924,1.2903225806451613,8.1,55.4,5.58,81.8,1.8,-0.45
채병용,SSG.SK,2019,-0.23,0.5,3.2,0.9677419354838708,0.9375,9.82,43.3,8.59,50.5,2.73,-0.19
신재웅,SSG.SK,2020,-0.25,0.0,19.1,0.7801418439716312,0.5759162303664921,9.31,51.8,7.95,61.6,2.07,-0.1
정영일,SSG.SK,2020,-0.25,0.1379310344827586,23.1,1.5315315315315317,0.7359307359307359,6.56,73.6,7.11,69.2,1.8,-0.45
김태훈,SSG.SK,2022,-0.26,0.3333333333333333,5.1,0.099009900990099,0.196078431372549,10.13,41.1,13.46,31.0,3.0,-0.11
정수민,SSG.SK,2021,-0.27,0.1428571428571428,30.1,0.8118081180811808,0.7308970099667774,6.82,65.8,7.12,63.8,2.01,-0.59
이원준,SSG.SK,2019,-0.28,0.0,2.1,0.4878048780487805,0.9523809523809524,19.29,22.1,12.4,35.0,3.0,-0.25
핀토,SSG.SK,2020,-0.28,0.2,162.0,1.2430632630410656,0.691358024691358,6.17,78.2,5.51,88.3,1.78,-2.27
김주한,SSG.SK,2018,-0.32,0.1428571428571428,6.0,0.819672131147541,0.8333333333333334,13.5,38.9,9.5,55.8,2.5,-0.01
킹엄,SSG.SK,2020,-0.32,0.0,10.2,1.4634146341463417,0.5882352941176471,6.75,71.5,4.77,101.6,1.88,-0.55
이승진,SSG.SK,2019,-0.37,0.0666666666666666,19.0,1.15702479338843,0.7368421052631579,8.05,52.8,6.03,71.2,1.74,-0.48
조요한,SSG.SK,2022,-0.42,0.217391304347826,19.1,1.1450381679389314,0.7853403141361256,6.52,63.9,5.61,74.5,1.55,0.27
백인식,SSG.SK,2018,-0.44,0.0555555555555555,14.1,1.5384615384615383,0.9929078014184396,9.42,55.8,7.81,68.3,1.81,-1.1
김태훈,SSG.SK,2020,-0.44,0.16,62.0,1.0997442455242967,0.6935483870967742,7.4,65.2,5.93,82.1,1.61,-1.78
한두솔,SSG.SK,2022,-0.46,0.0,5.1,0.2439024390243902,0.196078431372549,16.88,24.7,5.21,78.7,2.63,-0.12
정재원,SSG.SK,2018,-0.49,0.0,2.1,0.0,0.0,30.86,17.2,5.12,102.2,3.86,-0.44
박종훈,SSG.SK,2022,-0.56,0.2727272727272727,48.0,1.895734597156398,0.8333333333333334,6.0,69.4,5.11,82.3,1.52,-0.75
백승건,SSG.SK,2020,-0.6,0.0,29.1,0.9003215434083601,0.9621993127147764,7.98,60.5,8.12,60.2,2.32,-1.5
이원준,SSG.SK,2018,-0.62,0.0,3.2,1.818181818181818,0.625,29.45,17.8,14.2,38.0,3.82,-0.76
하재훈,SSG.SK,2020,-0.62,0.2666666666666666,13.0,1.234567901234568,0.7692307692307693,7.62,63.3,5.86,83.2,2.08,-2.12
이건욱,SSG.SK,2021,-0.63,0.0,12.2,0.2617801047120419,0.4098360655737705,11.37,39.5,11.39,39.9,2.76,-0.9
박정배,SSG.SK,2019,-0.66,0.05,19.2,4.285714285714286,0.46875,10.07,42.3,5.74,75.7,1.58,-0.0
김사윤,SSG.SK,2021,-0.72,0.0,17.1,1.044776119402985,1.2280701754385963,9.87,45.5,8.81,51.9,2.31,-1.33
김택형,SSG.SK,2020,-0.74,0.0967741935483871,23.0,1.0945273631840795,0.9565217391304348,8.61,56.0,6.95,70.5,2.0,-0.69
김주한,SSG.SK,2020,-0.75,0.0,46.0,1.0945273631840795,0.4782608695652174,7.43,64.9,6.4,76.2,1.74,-1.84
노바,SSG.SK,2022,-0.85,0.25,63.2,1.2749003984063745,0.5063291139240506,6.5,64.0,4.77,87.3,1.62,-0.8
오원석,SSG.SK,2021,-1.0,0.3333333333333333,110.0,1.2995896032831735,0.8636363636363636,5.89,76.2,5.14,88.2,1.8,-2.81
채드벨,한화,2019,4.49,0.3793103448275862,177.1,2.1236133122028527,0.756634669678148,3.5,118.3,4.15,100.2,1.31,1.53
서폴드,한화,2019,4.22,0.3870967741935484,192.1,2.4953789279112755,0.702758979698074,3.51,118.0,3.49,119.3,1.27,1.73
정우람,한화,2019,3.82,0.4561403508771929,58.1,2.981366459627329,0.8261617900172117,1.54,268.5,3.32,125.1,1.25,2.59
킹엄,한화,2021,3.72,0.4,144.0,3.187347931873479,0.9097222222222222,3.19,137.4,3.44,129.2,1.1,1.6
강재민,한화,2021,3.12,0.3103448275862069,63.1,2.10727969348659,0.8716323296354992,2.13,205.5,3.33,133.7,1.22,1.1
샘슨,한화,2018,2.97,0.4482758620689655,161.2,2.4652338811630847,1.2096774193548387,4.68,113.3,4.35,123.2,1.38,-0.7
김민우,한화,2021,2.93,0.5,155.1,1.64257555847569,0.8059316569954869,4.0,109.6,4.56,97.7,1.33,0.39
송은범,한화,2018,2.93,0.1617647058823529,79.1,1.842900302114804,0.7711757269279393,2.5,212.3,3.98,132.4,1.39,0.7
이태양,한화,2018,2.62,0.1904761904761904,79.1,3.67965367965368,1.074589127686473,2.84,186.8,4.27,125.3,1.12,0.95
박상원,한화,2018,2.44,0.1304347826086956,60.0,2.9383886255924168,1.0333333333333334,2.1,252.3,3.62,146.8,1.33,0.44
장민재,한화,2022,2.38,0.28,126.2,1.918158567774936,0.5942947702060222,3.55,114.0,4.69,87.0,1.29,0.64
김민우,한화,2020,2.31,0.2,132.2,1.7198335644937588,0.9379727685325264,4.34,108.9,4.88,98.2,1.46,-0.68
윤대경,한화,2020,2.2,0.1272727272727272,51.0,1.6733067729083664,0.8235294117647058,1.59,297.7,4.14,115.5,1.43,0.61
카펜터,한화,2021,2.01,0.1666666666666666,170.0,2.482662968099861,1.0529411764705885,3.97,110.3,4.06,109.7,1.31,0.53
정우람,한화,2018,2.01,0.6363636363636364,53.0,4.62809917355372,1.0566037735849056,3.4,156.0,3.93,136.2,1.15,1.45
김민우,한화,2022,1.99,0.2068965517241379,163.0,1.533888228299643,0.7914110429447853,4.36,92.8,4.58,89.1,1.39,0.53
강재민,한화,2020,1.99,0.3,49.0,3.149171270718232,1.163265306122449,2.57,183.9,3.07,156.0,1.2,1.84
윤대경,한화,2021,1.5,0.2058823529411764,77.2,1.5835777126099706,0.699481865284974,3.94,111.2,4.75,93.8,1.38,0.86
헤일,한화,2018,1.48,0.25,66.1,3.216374269005848,0.8320726172465961,4.34,122.0,4.69,113.6,1.28,-0.56
휠러,한화,2018,1.43,0.1578947368421052,101.2,2.756598240469208,0.9288537549407114,5.13,103.2,4.79,111.5,1.59,-1.07
장시환,한화,2020,1.4,0.1538461538461538,132.2,1.55195681511471,0.8698940998487141,5.02,94.2,5.15,93.1,1.61,-1.62
김진영,한화,2020,1.33,0.1379310344827586,54.0,2.5339366515837103,1.037037037037037,3.33,141.8,4.32,110.9,1.3,-0.11
서폴드,한화,2020,1.3,0.3571428571428571,165.0,2.304038004750594,0.5878787878787879,4.91,96.3,4.88,98.2,1.49,-1.5
정우람,한화,2020,1.23,0.32,54.1,4.380165289256198,0.9796672828096118,4.8,98.4,3.45,138.6,1.29,1.02
안영명,한화,2019,1.2,0.1940298507462686,62.0,3.66412213740458,0.7741935483870968,3.92,105.7,3.68,112.8,1.53,-1.91
장민재,한화,2018,1.15,0.032258064516129,59.2,1.818181818181818,0.7094594594594594,4.68,113.3,5.16,103.2,1.43,-0.44
주현상,한화,2021,1.04,0.0930232558139534,50.1,1.5639810426540284,0.6586826347305389,3.58,122.5,4.76,93.6,1.33,-0.26
김재영,한화,2018,1.03,0.2857142857142857,111.1,1.5094339622641508,0.504050405040504,5.66,93.6,5.9,90.1,1.55,-1.08
윤산흠,한화,2022,1.03,0.081081081081081,33.2,1.528239202657807,1.3855421686746987,2.67,151.4,3.49,117.0,1.57,0.15
라미레즈,한화,2022,1.02,0.1538461538461538,65.1,1.2668463611859837,0.7219662058371736,4.13,98.0,4.72,86.4,1.36,0.13
강재민,한화,2022,0.83,0.25,51.1,1.3402061855670102,0.7632093933463796,4.21,96.2,5.05,81.0,1.42,-1.58
박상원,한화,2019,0.81,0.1967213114754098,59.0,1.387900355871886,0.6610169491525424,3.97,104.5,4.81,86.6,1.36,0.45
박상원,한화,2020,0.76,0.1774193548387097,58.0,2.587064676616915,0.896551724137931,4.66,101.6,4.59,104.2,1.41,-0.34
김성훈,한화,2018,0.73,0.0,27.2,2.5225225225225225,1.0294117647058825,3.58,148.1,4.27,124.7,1.3,-0.29
김범수,한화,2022,0.66,0.3461538461538461,66.0,1.6524216524216524,0.8787878787878788,4.36,92.8,4.07,100.4,1.5,-1.05
김범수,한화,2020,0.65,0.0,55.0,1.3064133016627075,1.0,5.24,90.3,5.97,80.2,1.76,-1.06
카펜터,한화,2022,0.64,0.0,18.0,2.459016393442623,0.8333333333333334,2.5,161.9,3.56,114.4,1.39,0.2
페냐,한화,2022,0.58,0.3846153846153846,67.2,2.3920265780730894,1.0714285714285714,3.72,108.7,3.49,116.7,1.37,0.15
김진영,한화,2019,0.56,0.0,26.2,0.8695652173913043,0.5343511450381679,4.05,102.3,4.75,88.2,1.61,0.12
신정락,한화,2022,0.53,0.1136363636363636,47.0,1.4285714285714284,0.4893617021276595,4.02,100.7,4.81,85.0,1.45,-0.32
신정락,한화,2019,0.51,0.0476190476190476,25.2,1.322314049586777,0.6349206349206349,3.16,131.3,4.81,86.8,1.29,0.48
김도현,한화,2019,0.5,0.5,38.0,0.7109004739336492,0.3947368421052631,4.26,97.2,5.11,81.9,1.66,0.04
안영명,한화,2018,0.5,0.1538461538461538,66.0,3.178807947019868,0.7272727272727273,5.73,92.5,5.56,96.2,1.49,0.53
박상원,한화,2022,0.5,0.2857142857142857,12.0,2.6229508196721314,1.3333333333333333,2.25,179.9,2.17,186.6,1.42,0.19
정우람,한화,2022,0.47,0.3478260869565217,18.1,3.278688524590164,1.1049723756906076,2.95,137.4,2.68,151.9,1.58,0.33
송윤준,한화,2020,0.45,0.0384615384615384,23.0,1.2213740458015268,0.6956521739130435,4.3,109.8,4.56,105.2,1.57,-0.22
킹엄,한화,2022,0.41,0.3333333333333333,16.1,3.5294117647058827,1.1180124223602483,2.76,146.9,3.03,134.2,1.22,0.18
김범수,한화,2018,0.36,0.1346153846153846,48.1,1.8556701030927836,1.1226611226611227,5.77,91.8,5.34,100.3,1.68,-0.17
김진영,한화,2021,0.35,0.05,18.1,0.5673758865248227,0.4419889502762431,3.93,111.5,5.84,76.5,1.64,-0.1
김기중,한화,2021,0.33,0.1666666666666666,53.2,0.9972299168975068,0.6766917293233082,4.7,93.3,5.08,87.8,1.85,-0.62
문동욱,한화,2020,0.32,0.1052631578947368,18.0,0.5263157894736842,0.5,4.5,105.1,7.0,68.5,1.61,-0.07
장시환,한화,2022,0.32,0.359375,63.2,2.02416918429003,1.060126582278481,4.38,92.4,3.46,117.7,1.43,-0.04
장민재,한화,2021,0.32,0.0,29.1,1.6049382716049383,0.4467353951890034,2.76,158.6,4.94,90.3,1.43,-0.01
김종수,한화,2020,0.32,0.1481481481481481,50.0,1.6475095785440612,0.86,5.94,79.6,5.08,94.4,1.6,0.02
김진욱,한화,2020,0.3,0.0625,44.2,1.1553784860557768,0.6561085972850679,5.64,83.8,6.89,69.6,1.68,-1.07
안영명,한화,2020,0.29,0.0256410256410256,45.2,1.878453038674033,0.7522123893805309,5.91,80.0,5.88,81.5,1.51,-0.83
윤호솔,한화,2021,0.27,0.1454545454545454,48.2,1.3953488372093024,0.871369294605809,4.62,94.7,5.45,81.8,1.46,0.63
장웅정,한화,2020,0.25,0.0,7.2,0.819672131147541,0.6944444444444444,3.52,134.3,4.6,104.3,1.7,0.09
